country,year,type,age,f,m,total
Azerbaijan,1997,sp,2534,70,244,314
Azerbaijan,1997,sp,3544,178,194,372
Azerbaijan,1997,sp,4554,23,89,112
Azerbaijan,1997,sp,5564,0,12,12
Azerbaijan,1997,sp,65,0,3,3
Azerbaijan,1998,sp,014,0,0,0
Azerbaijan,1998,sp,1524,7,44,51
Azerbaijan,1998,sp,2534,10,47,57
Azerbaijan,1998,sp,3544,7,24,31
Azerbaijan,1998,sp,4554,6,9,15
Azerbaijan,1998,sp,5564,1,4,5
Azerbaijan,1998,sp,65,0,2,2
Azerbaijan,1999,sp,014,0,0,0
Azerbaijan,1999,sp,1524,4,96,100
Azerbaijan,1999,sp,2534,17,46,63
Azerbaijan,1999,sp,3544,73,217,290
Azerbaijan,1999,sp,4554,58,184,242
Azerbaijan,1999,sp,5564,19,49,68
Azerbaijan,1999,sp,65,0,0,0
Azerbaijan,2000,sp,014,0,0,0
Azerbaijan,2000,sp,1524,3,9,12
Azerbaijan,2000,sp,2534,3,24,27
Azerbaijan,2000,sp,3544,6,33,39
Azerbaijan,2000,sp,4554,3,42,45
Azerbaijan,2000,sp,5564,0,30,30
Azerbaijan,2000,sp,65,0,0,0
Azerbaijan,2001,sp,014,2,3,5
Azerbaijan,2001,sp,1524,NA,1,NA
Azerbaijan,2001,sp,2534,1,3,4
Azerbaijan,2002,sp,014,5,6,11
Azerbaijan,2002,sp,1524,48,290,338
Azerbaijan,2002,sp,2534,88,433,521
Azerbaijan,2002,sp,3544,80,359,439
Azerbaijan,2002,sp,4554,34,190,224
Azerbaijan,2002,sp,5564,19,72,91
Azerbaijan,2002,sp,65,21,16,37
Azerbaijan,2003,sp,014,1,3,4
Azerbaijan,2003,sp,1524,72,212,284
Azerbaijan,2003,sp,2534,60,258,318
Azerbaijan,2003,sp,3544,62,215,277
Azerbaijan,2003,sp,4554,48,113,161
Azerbaijan,2003,sp,5564,26,66,92
Azerbaijan,2003,sp,65,5,20,25
Azerbaijan,2004,sp,014,8,8,16
Azerbaijan,2004,sp,1524,120,248,368
Azerbaijan,2004,sp,2534,65,311,376
Azerbaijan,2004,sp,3544,57,222,279
Azerbaijan,2004,sp,4554,34,167,201
Azerbaijan,2004,sp,5564,33,92,125
Azerbaijan,2004,sp,65,24,83,107
Azerbaijan,2005,sp,014,90,77,167
Azerbaijan,2005,sp,1524,64,109,173
Azerbaijan,2005,sp,2534,98,297,395
Azerbaijan,2005,sp,3544,47,215,262
Azerbaijan,2005,sp,4554,32,209,241
Azerbaijan,2005,sp,5564,24,187,211
Azerbaijan,2005,sp,65,24,88,112
Azerbaijan,2006,ep,014,39,107,146
Azerbaijan,2006,ep,1524,35,186,221
Azerbaijan,2006,ep,2534,41,129,170
Azerbaijan,2006,ep,3544,29,60,89
Azerbaijan,2006,ep,4554,10,39,49
Azerbaijan,2006,ep,5564,3,9,12
Azerbaijan,2006,ep,65,6,4,10
Azerbaijan,2006,sn,014,23,40,63
Azerbaijan,2006,sn,1524,114,351,465
Azerbaijan,2006,sn,2534,117,448,565
Azerbaijan,2006,sn,3544,85,469,554
Azerbaijan,2006,sn,4554,52,387,439
Azerbaijan,2006,sn,5564,18,96,114
Azerbaijan,2006,sn,65,17,61,78
Azerbaijan,2006,sp,014,2,6,8
Azerbaijan,2006,sp,1524,51,241,292
Azerbaijan,2006,sp,2534,66,362,428
Azerbaijan,2006,sp,3544,66,365,431
Azerbaijan,2006,sp,4554,44,120,164
Azerbaijan,2006,sp,5564,15,78,93
Azerbaijan,2006,sp,65,8,30,38
Azerbaijan,2009,ep,014,60,105,165
Azerbaijan,2009,sn,014,42,48,90
Azerbaijan,2009,sp,014,11,5,16
Azerbaijan,2009,sp,1524,108,229,337
Azerbaijan,2009,sp,2534,92,190,282
Azerbaijan,2009,sp,3544,37,165,202
Azerbaijan,2009,sp,4554,41,151,192
Azerbaijan,2009,sp,5564,14,63,77
Azerbaijan,2009,sp,65,19,30,49
Azerbaijan,2010,ep,014,55,97,152
Azerbaijan,2010,ep,1524,100,265,365
Azerbaijan,2010,ep,2534,64,97,161
Azerbaijan,2010,ep,3544,58,67,125
Azerbaijan,2010,ep,4554,49,67,116
Azerbaijan,2010,ep,5564,8,15,23
Azerbaijan,2010,ep,65,11,12,23
Azerbaijan,2010,sn,014,34,55,89
Azerbaijan,2010,sn,1524,175,598,773
Azerbaijan,2010,sn,2534,120,316,436
Azerbaijan,2010,sn,3544,66,198,264
Azerbaijan,2010,sn,4554,80,306,386
Azerbaijan,2010,sn,5564,10,57,67
Azerbaijan,2010,sn,65,29,79,108
Azerbaijan,2010,sp,014,3,0,3
Azerbaijan,2010,sp,1524,141,328,469
Azerbaijan,2010,sp,2534,100,371,471
Azerbaijan,2010,sp,3544,57,267,324
Azerbaijan,2010,sp,4554,73,280,353
Azerbaijan,2010,sp,5564,9,30,39
Azerbaijan,2010,sp,65,18,27,45
Azerbaijan,2011,ep,014,80,106,186
Azerbaijan,2011,ep,1524,111,277,388
Azerbaijan,2011,ep,2534,107,107,214
Azerbaijan,2011,ep,3544,53,69,122
Azerbaijan,2011,ep,4554,64,74,138
Azerbaijan,2011,ep,5564,30,32,62
Azerbaijan,2011,ep,65,3,17,20
Azerbaijan,2012,ep,014,59,91,150
Azerbaijan,2012,ep,1524,104,264,368
Azerbaijan,2012,ep,2534,74,96,170
Azerbaijan,2012,ep,3544,63,80,143
Azerbaijan,2012,ep,4554,37,56,93
Azerbaijan,2012,ep,5564,29,30,59
Azerbaijan,2012,ep,65,4,15,19
Azerbaijan,2012,sn,014,26,24,50
Azerbaijan,2012,sn,1524,182,459,641
Azerbaijan,2012,sn,2534,135,400,535
Azerbaijan,2012,sn,3544,74,291,365
Azerbaijan,2012,sn,4554,82,294,376
Azerbaijan,2012,sn,5564,63,158,221
Azerbaijan,2012,sn,65,36,89,125
Azerbaijan,2012,sp,014,8,4,12
Azerbaijan,2012,sp,1524,115,230,345
Azerbaijan,2012,sp,2534,89,223,312
Azerbaijan,2012,sp,3544,35,170,205
Azerbaijan,2012,sp,4554,50,176,226
Azerbaijan,2012,sp,5564,35,95,130
Azerbaijan,2012,sp,65,23,48,71
Azerbaijan,2013,rel,014,90,125,215
Azerbaijan,2013,rel,1524,376,958,1334
Azerbaijan,2013,rel,2534,302,663,965
Azerbaijan,2013,rel,3544,145,538,683
Azerbaijan,2013,rel,4554,166,556,722
Azerbaijan,2013,rel,5564,104,306,410
Azerbaijan,2013,rel,65,75,124,199
Bahamas,1995,sp,014,0,3,3
Bahamas,1995,sp,1524,1,3,4
Bahamas,1995,sp,2534,7,5,12
Bahamas,1995,sp,3544,2,7,9
Bahamas,1995,sp,4554,0,4,4
Bahamas,1995,sp,5564,0,2,2
Bahamas,1995,sp,65,1,2,3
Bahamas,1996,sp,014,0,0,0
Bahamas,1996,sp,1524,2,1,3
Bahamas,1996,sp,2534,4,4,8
Bahamas,1996,sp,3544,4,4,8
Bahamas,1996,sp,4554,0,5,5
Bahamas,1996,sp,5564,1,0,1
Bahamas,1996,sp,65,1,0,1
Bahamas,1997,sp,014,0,0,0
Bahamas,1997,sp,1524,2,2,4
Bahamas,1997,sp,2534,5,14,19
Bahamas,1997,sp,3544,7,11,18
Bahamas,1997,sp,4554,4,5,9
Bahamas,1997,sp,5564,0,3,3
Bahamas,1997,sp,65,2,2,4
Bahamas,1998,sp,014,1,0,1
Bahamas,1998,sp,1524,1,3,4
Bahamas,1998,sp,2534,3,2,5
Bahamas,1998,sp,3544,5,7,12
Bahamas,1998,sp,4554,1,5,6
Bahamas,1998,sp,5564,0,3,3
Bahamas,1998,sp,65,0,0,0
Bahamas,1999,sp,014,0,1,1
Bahamas,1999,sp,1524,1,0,1
Bahamas,1999,sp,2534,3,10,13
Bahamas,1999,sp,3544,4,8,12
Bahamas,1999,sp,4554,2,6,8
Bahamas,1999,sp,5564,0,0,0
Bahamas,1999,sp,65,0,0,0
Bahamas,2000,sp,014,2,1,3
Bahamas,2000,sp,1524,5,2,7
Bahamas,2000,sp,2534,7,7,14
Bahamas,2000,sp,3544,8,9,17
Bahamas,2000,sp,4554,2,4,6
Bahamas,2000,sp,5564,3,3,6
Bahamas,2000,sp,65,1,2,3
Bahamas,2002,sp,014,4,2,6
Bahamas,2002,sp,1524,1,2,3
Bahamas,2002,sp,2534,6,2,8
Bahamas,2002,sp,3544,3,7,10
Bahamas,2002,sp,4554,3,7,10
Bahamas,2002,sp,5564,1,3,4
Bahamas,2002,sp,65,1,2,3
Bahamas,2003,sp,014,2,0,2
Bahamas,2003,sp,1524,2,2,4
Bahamas,2003,sp,2534,2,5,7
Bahamas,2003,sp,3544,4,6,10
Bahamas,2003,sp,4554,3,3,6
Bahamas,2003,sp,5564,2,1,3
Bahamas,2003,sp,65,3,3,6
Bahamas,2004,sp,014,0,3,3
Bahamas,2004,sp,1524,3,3,6
Bahamas,2004,sp,2534,4,6,10
Bahamas,2004,sp,3544,1,14,15
Bahamas,2004,sp,4554,0,9,9
Bahamas,2004,sp,5564,3,0,3
Bahamas,2004,sp,65,0,1,1
Bahamas,2007,ep,014,2,1,3
Bahamas,2007,ep,1524,2,0,2
Bahamas,2007,ep,2534,1,1,2
Bahamas,2007,ep,3544,0,0,0
Bahamas,2007,ep,4554,0,0,0
Bahamas,2007,ep,5564,0,0,0
Bahamas,2007,ep,65,0,0,0
Bahamas,2007,sn,014,0,0,0
Bahamas,2007,sn,1524,0,1,1
Bahamas,2007,sn,2534,0,1,1
Bahamas,2007,sn,3544,1,1,2
Bahamas,2007,sn,4554,1,0,1
Bahamas,2007,sn,5564,0,0,0
Bahamas,2007,sn,65,0,1,1
Bahamas,2007,sp,014,0,0,0
Bahamas,2007,sp,1524,3,3,6
Bahamas,2007,sp,2534,4,3,7
Bahamas,2007,sp,3544,3,9,12
Bahamas,2007,sp,4554,1,4,5
Bahamas,2007,sp,5564,1,1,2
Bahamas,2007,sp,65,0,0,0
Bahamas,2008,ep,014,0,0,0
Bahamas,2008,ep,1524,0,1,1
Bahamas,2008,ep,2534,1,0,1
Bahamas,2008,ep,3544,0,0,0
Bahamas,2008,ep,4554,0,1,1
Bahamas,2008,ep,5564,0,0,0
Bahamas,2008,ep,65,2,0,2
Bahamas,2008,sn,014,1,1,2
Bahamas,2008,sn,1524,0,0,0
Bahamas,2008,sn,2534,0,2,2
Bahamas,2008,sn,3544,0,4,4
Bahamas,2008,sn,4554,0,1,1
Bahamas,2008,sn,5564,0,0,0
Bahamas,2008,sn,65,0,1,1
Bahamas,2008,sp,014,0,0,0
Bahamas,2008,sp,1524,1,2,3
Bahamas,2008,sp,2534,4,6,10
Bahamas,2008,sp,3544,4,5,9
Bahamas,2008,sp,4554,0,7,7
Bahamas,2008,sp,5564,0,2,2
Bahamas,2008,sp,65,0,0,0
Bahamas,2009,ep,014,0,0,0
Bahamas,2009,ep,1524,0,1,1
Bahamas,2009,ep,2534,1,0,1
Bahamas,2009,ep,3544,0,0,0
Bahamas,2009,ep,4554,1,0,1
Bahamas,2009,ep,5564,1,1,2
Bahamas,2009,ep,65,0,0,0
Bahamas,2009,sn,014,1,2,3
Bahamas,2009,sn,1524,0,0,0
Bahamas,2009,sn,2534,1,2,3
Bahamas,2009,sn,3544,0,1,1
Bahamas,2009,sn,4554,1,0,1
Bahamas,2009,sn,5564,0,0,0
Bahamas,2009,sn,65,1,1,2
Bahamas,2009,sp,014,1,1,2
Bahamas,2009,sp,1524,2,2,4
Bahamas,2009,sp,2534,1,7,8
Bahamas,2009,sp,3544,1,4,5
Bahamas,2009,sp,4554,0,3,3
Bahamas,2009,sp,5564,1,1,2
Bahamas,2009,sp,65,0,2,2
Bahamas,2010,ep,014,0,0,0
Bahamas,2010,ep,1524,1,1,2
Bahamas,2010,ep,2534,1,1,2
Bahamas,2010,ep,3544,1,1,2
Bahamas,2010,ep,4554,0,1,1
Bahamas,2010,ep,5564,0,0,0
Bahamas,2010,ep,65,0,0,0
Bahamas,2010,sn,014,0,0,0
Bahamas,2010,sn,1524,1,0,1
Bahamas,2010,sn,2534,0,0,0
Bahamas,2010,sn,3544,0,0,0
Bahamas,2010,sn,4554,0,1,1
Bahamas,2010,sn,5564,0,1,1
Bahamas,2010,sn,65,0,0,0
Bahamas,2010,sp,014,0,0,0
Bahamas,2010,sp,1524,5,2,7
Bahamas,2010,sp,2534,1,3,4
Bahamas,2010,sp,3544,1,5,6
Bahamas,2010,sp,4554,0,0,0
Bahamas,2010,sp,5564,0,2,2
Bahamas,2010,sp,65,0,0,0
Bahamas,2011,ep,014,1,0,1
Bahamas,2011,ep,1524,0,0,0
Bahamas,2011,ep,2534,0,2,2
Bahamas,2011,ep,3544,1,1,2
Bahamas,2011,ep,4554,0,0,0
Bahamas,2011,ep,5564,0,0,0
Bahamas,2011,ep,65,0,0,0
Bahamas,2011,sn,014,0,1,1
Bahamas,2011,sn,1524,1,0,1
Bahamas,2011,sn,2534,2,0,2
Bahamas,2011,sn,3544,0,4,4
Bahamas,2011,sn,4554,0,3,3
Bahamas,2011,sn,5564,0,0,0
Bahamas,2011,sn,65,0,1,1
Bahamas,2011,sp,014,0,0,0
Bahamas,2011,sp,1524,1,2,3
Bahamas,2011,sp,2534,3,3,6
Bahamas,2011,sp,3544,3,6,9
Bahamas,2011,sp,4554,0,2,2
Bahamas,2011,sp,5564,0,2,2
Bahamas,2011,sp,65,0,1,1
Bahamas,2012,ep,014,0,0,0
Bahamas,2012,ep,1524,0,0,0
Bahamas,2012,ep,2534,0,0,0
Bahamas,2012,ep,3544,0,0,0
Bahamas,2012,ep,4554,0,0,0
Bahamas,2012,ep,5564,0,0,0
Bahamas,2012,ep,65,0,0,0
Bahamas,2012,sn,014,0,0,0
Bahamas,2012,sn,1524,1,0,1
Bahamas,2012,sn,2534,0,1,1
Bahamas,2012,sn,3544,3,0,3
Bahamas,2012,sn,4554,0,4,4
Bahamas,2012,sn,5564,1,1,2
Bahamas,2012,sn,65,0,0,0
Bahamas,2012,sp,014,0,0,0
Bahamas,2012,sp,1524,2,1,3
Bahamas,2012,sp,2534,5,1,6
Bahamas,2012,sp,3544,1,6,7
Bahamas,2012,sp,4554,1,2,3
Bahamas,2012,sp,5564,0,0,0
Bahamas,2012,sp,65,0,2,2
Bahamas,2013,rel,014,0,3,3
Bahamas,2013,rel,1524,2,2,4
Bahamas,2013,rel,2534,1,2,3
Bahamas,2013,rel,3544,5,6,11
Bahamas,2013,rel,4554,2,5,7
Bahamas,2013,rel,5564,0,2,2
Bahamas,2013,rel,65,1,2,3
Bahrain,1995,sp,014,0,0,0
Bahrain,1995,sp,1524,1,0,1
Bahrain,1995,sp,2534,1,1,2
Bahrain,1995,sp,3544,2,2,4
Bahrain,1995,sp,4554,0,3,3
Bahrain,1995,sp,5564,1,1,2
Bahrain,1995,sp,65,1,3,4
Bahrain,1996,sp,014,1,0,1
Bahrain,1996,sp,1524,10,8,18
Bahrain,1996,sp,2534,11,25,36
Bahrain,1996,sp,3544,7,24,31
Bahrain,1996,sp,4554,0,16,16
Bahrain,1996,sp,5564,3,7,10
Bahrain,1996,sp,65,3,6,9
Bahrain,1997,sp,014,0,1,1
Bahrain,1997,sp,1524,4,11,15
Bahrain,1997,sp,2534,11,32,43
Bahrain,1997,sp,3544,4,19,23
Bahrain,1997,sp,4554,2,10,12
Bahrain,1997,sp,5564,1,4,5
Bahrain,1997,sp,65,1,10,11
Bahrain,1998,sp,014,3,0,3
Bahrain,1998,sp,1524,4,3,7
Bahrain,1998,sp,2534,9,40,49
Bahrain,1998,sp,3544,7,36,43
Bahrain,1998,sp,4554,5,20,25
Bahrain,1998,sp,5564,2,13,15
Bahrain,1998,sp,65,6,22,28
Bahrain,1999,sp,014,0,0,0
Bahrain,1999,sp,1524,6,12,18
Bahrain,1999,sp,2534,11,19,30
Bahrain,1999,sp,3544,6,14,20
Bahrain,1999,sp,4554,0,13,13
Bahrain,1999,sp,5564,1,5,6
Bahrain,1999,sp,65,3,3,6
Bahrain,2000,sp,014,0,0,0
Bahrain,2000,sp,1524,1,0,1
Bahrain,2000,sp,2534,2,3,5
Bahrain,2000,sp,3544,0,2,2
Bahrain,2000,sp,4554,1,5,6
Bahrain,2000,sp,5564,1,3,4
Bahrain,2000,sp,65,1,4,5
Bahrain,2001,sp,014,0,0,0
Bahrain,2001,sp,1524,1,1,2
Bahrain,2001,sp,2534,2,2,4
Bahrain,2001,sp,3544,0,2,2
Bahrain,2001,sp,4554,2,6,8
Bahrain,2001,sp,5564,0,1,1
Bahrain,2001,sp,65,0,6,6
Bahrain,2002,sp,014,0,0,0
Bahrain,2002,sp,1524,1,1,2
Bahrain,2002,sp,2534,1,1,2
Bahrain,2002,sp,3544,1,2,3
Bahrain,2002,sp,4554,1,2,3
Bahrain,2002,sp,5564,0,1,1
Bahrain,2002,sp,65,1,5,6
Bahrain,2003,sp,014,0,0,0
Bahrain,2003,sp,1524,1,2,3
Bahrain,2003,sp,2534,0,2,2
Bahrain,2003,sp,3544,0,1,1
Bahrain,2003,sp,4554,1,1,2
Bahrain,2003,sp,5564,1,3,4
Bahrain,2003,sp,65,0,4,4
Bahrain,2004,sp,014,0,0,0
Bahrain,2004,sp,1524,1,0,1
Bahrain,2004,sp,2534,1,0,1
Bahrain,2004,sp,3544,1,2,3
Bahrain,2004,sp,4554,0,2,2
Bahrain,2004,sp,5564,1,0,1
Bahrain,2004,sp,65,2,1,3
Bahrain,2005,sp,014,1,0,1
Bahrain,2005,sp,1524,1,0,1
Bahrain,2005,sp,2534,0,0,0
Bahrain,2005,sp,3544,3,2,5
Bahrain,2005,sp,4554,1,3,4
Bahrain,2005,sp,5564,0,0,0
Bahrain,2005,sp,65,0,4,4
Bahrain,2006,ep,014,0,0,0
Bahrain,2006,ep,1524,11,4,15
Bahrain,2006,ep,2534,14,26,40
Bahrain,2006,ep,3544,9,8,17
Bahrain,2006,ep,4554,7,9,16
Bahrain,2006,ep,5564,2,3,5
Bahrain,2006,ep,65,2,7,9
Bahrain,2006,sn,014,0,0,0
Bahrain,2006,sn,1524,4,5,9
Bahrain,2006,sn,2534,15,16,31
Bahrain,2006,sn,3544,4,10,14
Bahrain,2006,sn,4554,2,7,9
Bahrain,2006,sn,5564,1,1,2
Bahrain,2006,sn,65,3,4,7
Bahrain,2006,sp,014,0,0,0
Bahrain,2006,sp,1524,7,10,17
Bahrain,2006,sp,2534,14,25,39
Bahrain,2006,sp,3544,4,11,15
Bahrain,2006,sp,4554,5,18,23
Bahrain,2006,sp,5564,2,1,3
Bahrain,2006,sp,65,0,1,1
Bahrain,2007,ep,014,5,2,7
Bahrain,2007,ep,1524,8,10,18
Bahrain,2007,ep,2534,19,18,37
Bahrain,2007,ep,3544,7,11,18
Bahrain,2007,ep,4554,3,8,11
Bahrain,2007,ep,5564,6,5,11
Bahrain,2007,ep,65,3,3,6
Bahrain,2007,sn,014,0,0,0
Bahrain,2007,sn,1524,2,7,9
Bahrain,2007,sn,2534,8,25,33
Bahrain,2007,sn,3544,8,7,15
Bahrain,2007,sn,4554,0,4,4
Bahrain,2007,sn,5564,1,3,4
Bahrain,2007,sn,65,2,4,6
Bahrain,2007,sp,014,1,0,1
Bahrain,2007,sp,1524,10,8,18
Bahrain,2007,sp,2534,15,26,41
Bahrain,2007,sp,3544,5,15,20
Bahrain,2007,sp,4554,3,8,11
Bahrain,2007,sp,5564,0,4,4
Bahrain,2007,sp,65,1,3,4
Bahrain,2008,ep,014,2,3,5
Bahrain,2008,ep,1524,7,11,18
Bahrain,2008,ep,2534,20,25,45
Bahrain,2008,ep,3544,6,15,21
Bahrain,2008,ep,4554,5,8,13
Bahrain,2008,ep,5564,1,1,2
Bahrain,2008,ep,65,0,1,1
Bahrain,2008,sn,014,0,0,0
Bahrain,2008,sn,1524,7,3,10
Bahrain,2008,sn,2534,4,15,19
Bahrain,2008,sn,3544,3,12,15
Bahrain,2008,sn,4554,1,5,6
Bahrain,2008,sn,5564,0,4,4
Bahrain,2008,sn,65,0,5,5
Bahrain,2008,sp,014,0,0,0
Bahrain,2008,sp,1524,12,17,29
Bahrain,2008,sp,2534,16,48,64
Bahrain,2008,sp,3544,8,27,35
Bahrain,2008,sp,4554,1,8,9
Bahrain,2008,sp,5564,0,2,2
Bahrain,2008,sp,65,0,3,3
Bahrain,2009,ep,014,6,2,8
Bahrain,2009,ep,1524,14,11,25
Bahrain,2009,ep,2534,18,27,45
Bahrain,2009,ep,3544,6,18,24
Bahrain,2009,ep,4554,3,7,10
Bahrain,2009,ep,5564,3,4,7
Bahrain,2009,ep,65,1,1,2
Bahrain,2009,sn,014,1,0,1
Bahrain,2009,sn,1524,14,7,21
Bahrain,2009,sn,2534,6,22,28
Bahrain,2009,sn,3544,4,9,13
Bahrain,2009,sn,4554,0,6,6
Bahrain,2009,sn,5564,1,0,1
Bahrain,2009,sn,65,1,3,4
Bahrain,2009,sp,014,0,0,0
Bahrain,2009,sp,1524,14,13,27
Bahrain,2009,sp,2534,18,37,55
Bahrain,2009,sp,3544,3,21,24
Bahrain,2009,sp,4554,2,13,15
Bahrain,2009,sp,5564,0,7,7
Bahrain,2009,sp,65,2,1,3
Bahrain,2010,ep,014,1,2,3
Bahrain,2010,ep,1524,3,4,7
Bahrain,2010,ep,2534,21,27,48
Bahrain,2010,ep,3544,8,15,23
Bahrain,2010,ep,4554,3,6,9
Bahrain,2010,ep,5564,1,4,5
Bahrain,2010,ep,65,1,2,3
Bahrain,2010,sn,014,0,2,2
Bahrain,2010,sn,1524,6,2,8
Bahrain,2010,sn,2534,4,12,16
Bahrain,2010,sn,3544,1,12,13
Bahrain,2010,sn,4554,0,11,11
Bahrain,2010,sn,5564,0,3,3
Bahrain,2010,sn,65,1,4,5
Bahrain,2010,sp,014,0,0,0
Bahrain,2010,sp,1524,8,10,18
Bahrain,2010,sp,2534,15,16,31
Bahrain,2010,sp,3544,7,11,18
Bahrain,2010,sp,4554,1,12,13
Bahrain,2010,sp,5564,1,4,5
Bahrain,2010,sp,65,1,4,5
Bahrain,2011,ep,014,6,5,11
Bahrain,2011,ep,1524,5,6,11
Bahrain,2011,ep,2534,11,24,35
Bahrain,2011,ep,3544,6,10,16
Bahrain,2011,ep,4554,4,3,7
Bahrain,2011,ep,5564,2,2,4
Bahrain,2011,ep,65,2,3,5
Bahrain,2011,sn,014,0,3,3
Bahrain,2011,sn,1524,4,3,7
Bahrain,2011,sn,2534,4,5,9
Bahrain,2011,sn,3544,3,5,8
Bahrain,2011,sn,4554,4,3,7
Bahrain,2011,sn,5564,0,5,5
Bahrain,2011,sn,65,2,6,8
Bahrain,2011,sp,014,0,1,1
Bahrain,2011,sp,1524,9,5,14
Bahrain,2011,sp,2534,5,19,24
Bahrain,2011,sp,3544,6,13,19
Bahrain,2011,sp,4554,6,14,20
Bahrain,2011,sp,5564,0,8,8
Bahrain,2011,sp,65,1,2,3
Bahrain,2012,ep,014,2,0,2
Bahrain,2012,ep,1524,3,7,10
Bahrain,2012,ep,2534,14,21,35
Bahrain,2012,ep,3544,6,9,15
Bahrain,2012,ep,4554,2,4,6
Bahrain,2012,ep,5564,4,4,8
Bahrain,2012,ep,65,0,1,1
Bahrain,2012,sn,014,0,0,0
Bahrain,2012,sn,1524,2,4,6
Bahrain,2012,sn,2534,11,5,16
Bahrain,2012,sn,3544,6,5,11
Bahrain,2012,sn,4554,1,4,5
Bahrain,2012,sn,5564,0,1,1
Bahrain,2012,sn,65,2,6,8
Bahrain,2012,sp,014,1,0,1
Bahrain,2012,sp,1524,2,9,11
Bahrain,2012,sp,2534,11,28,39
Bahrain,2012,sp,3544,8,16,24
Bahrain,2012,sp,4554,4,11,15
Bahrain,2012,sp,5564,1,8,9
Bahrain,2012,sp,65,0,2,2
Bahrain,2013,rel,014,1,4,5
Bahrain,2013,rel,1524,8,13,21
Bahrain,2013,rel,2534,33,25,58
Bahrain,2013,rel,3544,19,60,79
Bahrain,2013,rel,4554,5,20,25
Bahrain,2013,rel,5564,4,10,14
Bahrain,2013,rel,65,3,4,7
Bangladesh,1995,sp,014,64,29,93
Bangladesh,1995,sp,1524,309,505,814
Bangladesh,1995,sp,2534,546,983,1529
Bangladesh,1995,sp,3544,360,1001,1361
Bangladesh,1995,sp,4554,236,748,984
Bangladesh,1995,sp,5564,132,648,780
Bangladesh,1995,sp,65,38,424,462
Bangladesh,1996,sp,014,89,45,134
Bangladesh,1996,sp,1524,434,723,1157
Bangladesh,1996,sp,2534,663,1322,1985
Bangladesh,1996,sp,3544,434,1264,1698
Bangladesh,1996,sp,4554,268,908,1176
Bangladesh,1996,sp,5564,151,737,888
Bangladesh,1996,sp,65,41,472,513
Bangladesh,1997,sp,014,328,201,529
Bangladesh,1997,sp,1524,1883,2639,4522
Bangladesh,1997,sp,2534,2634,5013,7647
Bangladesh,1997,sp,3544,1748,5226,6974
Bangladesh,1997,sp,4554,1029,3926,4955
Bangladesh,1997,sp,5564,527,2901,3428
Bangladesh,1997,sp,65,236,2003,2239
Bangladesh,1998,sp,014,438,254,692
Bangladesh,1998,sp,1524,2663,3516,6179
Bangladesh,1998,sp,2534,3319,5988,9307
Bangladesh,1998,sp,3544,2156,6242,8398
Bangladesh,1998,sp,4554,1212,4771,5983
Bangladesh,1998,sp,5564,649,3522,4171
Bangladesh,1998,sp,65,324,2569,2893
Bangladesh,1999,sp,014,405,259,664
Bangladesh,1999,sp,1524,2753,3504,6257
Bangladesh,1999,sp,2534,3276,5777,9053
Bangladesh,1999,sp,3544,2180,6143,8323
Bangladesh,1999,sp,4554,1315,4748,6063
Bangladesh,1999,sp,5564,712,3568,4280
Bangladesh,1999,sp,65,333,2701,3034
Bangladesh,2000,sp,014,495,256,751
Bangladesh,2000,sp,1524,3029,3640,6669
Bangladesh,2000,sp,2534,3238,5643,8881
Bangladesh,2000,sp,3544,2247,5750,7997
Bangladesh,2000,sp,4554,1315,4718,6033
Bangladesh,2000,sp,5564,778,3667,4445
Bangladesh,2000,sp,65,370,2837,3207
Bangladesh,2001,sp,014,428,283,711
Bangladesh,2001,sp,1524,3392,3976,7368
Bangladesh,2001,sp,2534,3538,5834,9372
Bangladesh,2001,sp,3544,2260,6257,8517
Bangladesh,2001,sp,4554,1492,5172,6664
Bangladesh,2001,sp,5564,763,3682,4445
Bangladesh,2001,sp,65,371,3039,3410
Bangladesh,2002,sp,014,575,449,1024
Bangladesh,2002,sp,1524,3104,4490,7594
Bangladesh,2002,sp,2534,3926,6288,10214
Bangladesh,2002,sp,3544,2791,7038,9829
Bangladesh,2002,sp,4554,2101,5981,8082
Bangladesh,2002,sp,5564,988,4493,5481
Bangladesh,2002,sp,65,865,3682,4547
Bangladesh,2003,sp,014,544,320,864
Bangladesh,2003,sp,1524,4298,5166,9464
Bangladesh,2003,sp,2534,4282,7275,11557
Bangladesh,2003,sp,3544,3258,8058,11316
Bangladesh,2003,sp,4554,2086,6947,9033
Bangladesh,2003,sp,5564,1150,5501,6651
Bangladesh,2003,sp,65,591,4142,4733
Bangladesh,2004,sp,014,589,420,1009
Bangladesh,2004,sp,1524,5081,6171,11252
Bangladesh,2004,sp,2534,4869,8281,13150
Bangladesh,2004,sp,3544,3758,8914,12672
Bangladesh,2004,sp,4554,2518,8327,10845
Bangladesh,2004,sp,5564,1434,6276,7710
Bangladesh,2004,sp,65,718,5144,5862
Bangladesh,2005,sp,014,751,524,1275
Bangladesh,2005,sp,1524,6776,8170,14946
Bangladesh,2005,sp,2534,6785,10443,17228
Bangladesh,2005,sp,3544,5538,11423,16961
Bangladesh,2005,sp,4554,3960,11038,14998
Bangladesh,2005,sp,5564,2281,8476,10757
Bangladesh,2005,sp,65,1230,7453,8683
Bangladesh,2006,sn,014,1366,1356,2722
Bangladesh,2006,sn,1524,4433,3933,8366
